customer_id,account_age,recency,frequency,engagement_duration,feature_usage_count,plan_tier,support_tickets,billing_issues,marketing_ctr,nps_score,inactivity_streak,churn
CUST_000060,143,3,16,36.736566422338,7,Basic,0,1,26.23,,8,0
CUST_000061,179,3,15,24.034865310296418,10,Standard,0,0,13.95,6.0,9,1
CUST_000062,115,1,9,46.68247055127003,7,Basic,0,0,19.2,,5,0
CUST_000063,644,17,1,1.5154038600602293,3,Standard,1,0,4.79,,50,1
CUST_000064,161,0,17,4.426941398188411,9,Premium,1,1,3.62,,0,1
CUST_000065,120,17,4,9.449569593733035,2,Basic,0,2,35.03,3.0,3,1
CUST_000066,285,2,15,16.77496300941476,6,Premium,5,0,13.14,,2,0
CUST_000067,55,31,0,0.0,0,Basic,0,0,3.22,,31,0
CUST_000068,591,53,1,0.23362337522417345,2,Basic,1,0,15.63,,21,1
CUST_000069,28,2,15,9.612106401760096,3,Basic,0,1,45.5,,0,0
CUST_000070,1581,52,0,0.0,0,Basic,1,2,0.05,,52,1
CUST_000071,540,24,4,4.775172205379587,1,Premium,1,0,17.74,,1,1
CUST_000072,80,0,16,23.53691039892541,12,Standard,0,0,,,11,0
CUST_000073,2,14,14,36.005130710925016,5,Standard,0,0,23.45,,0,0
CUST_000074,616,0,17,7.38160080751587,10,Basic,0,1,22.21,8.0,5,0
CUST_000075,447,2,23,33.0776345029068,7,Basic,1,0,18.06,,0,0
CUST_000076,476,10,5,7.374029979099562,3,Premium,1,0,3.56,4.0,1,0
CUST_000077,538,1,12,27.21455664828166,6,Basic,0,0,6.25,9.0,4,0
CUST_000078,28,0,18,22.825305834143194,8,Basic,1,0,26.52,,8,0
CUST_000079,162,24,1,8.048455820438573,2,Standard,2,0,31.29,,5,1
CUST_000080,44,41,1,5.145901110149055,2,Standard,2,1,28.78,,15,1
CUST_000081,725,19,3,3.0635074566412737,5,Enterprise,2,0,36.58,5.0,1,1
CUST_000082,356,8,3,23.333617128839002,3,Basic,0,1,24.17,,0,0
CUST_000083,146,18,2,5.857749907737291,0,Basic,1,2,23.21,5.0,20,1
CUST_000084,23,0,20,12.82382608833007,11,Premium,2,0,51.93,,1,0
CUST_000085,135,22,5,0.1173166489192325,6,Standard,2,0,4.38,,3,1
CUST_000086,143,3,17,21.735837424015617,8,Basic,1,2,20.51,,3,0
CUST_000087,477,23,1,4.033902179062722,3,Standard,6,0,32.27,,5,1
CUST_000088,370,13,10,32.78452252362454,4,Standard,1,1,3.7,,6,0
CUST_000089,796,38,0,,0,Enterprise,2,2,4.85,,38,1
CUST_000090,233,24,2,0.39840937937215554,0,Basic,1,3,36.5,4.0,16,1
CUST_000091,46,17,1,2.7818314094466805,3,Enterprise,2,1,33.28,,11,1
CUST_000092,455,11,3,12.524963713308626,1,Basic,1,0,5.56,9.0,5,0
CUST_000093,522,21,1,14.542570530792531,1,Premium,2,1,16.89,,38,1
CUST_000094,300,16,2,5.637547652682144,3,Premium,1,1,4.57,,4,0
CUST_000095,537,2,12,13.470919958554662,1,Standard,1,1,18.12,,0,1
CUST_000096,248,12,8,26.165062965299402,6,Standard,1,0,26.79,,0,0
CUST_000097,269,1,16,14.087940015697772,7,Standard,1,1,5.21,,7,0
CUST_000098,203,24,2,6.602088092978082,3,Basic,1,2,45.21,,22,0
CUST_000099,9,0,21,18.858127564112063,8,Standard,0,0,22.27,6.0,2,0
CUST_000100,41,34,1,0.8382829312506512,2,Basic,1,1,45.26,6.0,2,1
CUST_000101,11,2,17,103.94705074424142,6,Standard,2,0,11.15,7.0,8,1
CUST_000102,369,2,20,17.47418706896656,11,Standard,1,1,42.88,,14,0
CUST_000103,137,21,3,2.449138270472867,2,Basic,0,0,22.24,7.0,0,0
CUST_000104,259,0,10,45.993518612961395,6,Basic,0,1,17.46,7.0,2,0
CUST_000105,869,7,11,27.135507591311498,5,Premium,2,0,7.11,9.0,6,0
CUST_000106,104,11,13,12.106747752395442,5,Enterprise,3,0,2.88,,7,0
CUST_000107,192,4,13,8.2309716499089,5,Basic,0,0,37.35,9.0,2,0
CUST_000108,514,9,7,6.487539960640928,4,Standard,1,0,7.3,,0,0
CUST_000109,94,9,9,19.34423829718295,5,Basic,2,2,25.43,,0,0
CUST_000110,29,15,2,0.8464464251694527,3,Premium,0,1,23.84,9.0,4,1
CUST_000111,124,0,17,12.599874007452714,14,Standard,1,0,19.42,7.0,3,0
CUST_000112,64,1,13,10.610358170778886,5,Standard,0,0,6.79,,6,0
CUST_000113,969,8,6,0.3939387550227602,5,Standard,1,0,16.4,6.0,14,0
CUST_000114,602,6,12,15.804334405314025,7,Enterprise,3,0,21.25,,3,0
CUST_000115,366,6,15,3.3073117901515894,8,Basic,0,0,19.76,,3,0
CUST_000116,748,4,15,15.870849383090539,7,Enterprise,2,0,11.3,,9,0
CUST_000117,594,9,15,13.167898792137049,15,Basic,0,0,14.81,,0,0
CUST_000118,75,17,4,13.823415111110242,3,Standard,2,1,33.12,5.0,11,0
CUST_000119,814,2,13,12.463293599637305,4,Basic,1,0,21.1,,2,0
CUST_000120,282,2,10,10.950881430069856,6,Standard,1,1,61.08,,1,0
CUST_000121,601,13,5,28.09830958094879,5,Premium,2,0,44.81,,0,0
CUST_000122,826,0,21,92.01550422849635,8,Basic,0,0,19.1,,5,0
CUST_000123,139,8,7,6.99262399742216,5,Premium,2,0,13.45,,3,0
CUST_000124,42,3,10,20.890665702447166,5,Premium,1,1,,,11,0
CUST_000125,94,3,16,12.63479953215969,7,Standard,0,1,8.28,,1,0
CUST_000126,203,6,21,10.037509957962758,5,Premium,2,0,6.59,,0,0
CUST_000127,621,5,14,2.3589201880164534,7,Enterprise,2,0,7.78,,0,0
CUST_000128,719,22,1,1.318641387799223,1,Basic,0,0,11.64,7.0,3,1
CUST_000129,2,14,4,48.3741533135901,2,Premium,1,1,13.71,,5,0
CUST_000130,260,9,9,0.9235701357137678,10,Basic,0,1,22.76,,6,0
CUST_000131,197,25,21,22.11045003684641,6,Standard,0,0,5.88,,2,0
CUST_000132,91,0,18,55.0882572943418,9,Basic,2,2,4.1,5.0,1,1
CUST_000133,46,9,8,0.5975458958169307,5,Standard,0,1,,,2,0
CUST_000134,150,7,10,10.153694108595971,5,Standard,2,0,28.78,,7,0
CUST_000135,1045,0,14,7.388174452746848,8,Premium,3,0,11.64,,0,0
CUST_000136,142,1,14,4.91808029663859,1,Standard,1,0,7.02,8.0,1,0
CUST_000137,266,2,7,4.431079775988474,2,Standard,1,0,,,4,0
CUST_000138,443,2,17,91.42053498688509,8,Basic,0,0,13.45,10.0,3,0
CUST_000139,164,8,4,6.508280591328155,2,Enterprise,3,0,38.34,8.0,9,0
CUST_000140,1302,31,0,0.0,0,Premium,1,0,9.05,,31,1
CUST_000141,1197,17,5,34.14211675963037,7,Premium,3,0,7.84,,0,0
CUST_000142,105,5,14,2.1502903445125536,6,Enterprise,2,0,26.66,,1,0
CUST_000143,250,6,15,12.9818224761769,9,Standard,2,1,24.23,,1,0
CUST_000144,130,3,10,46.79725500107951,3,Standard,0,1,11.23,6.0,0,0
CUST_000145,122,7,15,92.92493130194505,8,Standard,2,0,16.42,,1,0
CUST_000146,13,2,13,8.357453153181481,2,Basic,1,1,52.28,,5,1
CUST_000147,343,3,12,11.310511035281447,8,Standard,0,1,12.85,,5,0
CUST_000148,254,35,21,20.175646642400658,4,Premium,2,1,33.34,5.0,8,0
CUST_000149,19,2,19,28.14093959737586,5,Enterprise,4,0,19.63,,0,0
CUST_000150,119,0,15,8.10332852458879,8,Basic,1,1,19.4,,9,0
CUST_000151,871,0,12,11.015528923366013,4,Basic,0,1,17.91,,2,0
CUST_000152,99,157,23,7.025639780416413,8,Enterprise,2,0,14.53,5.0,9,1
CUST_000153,57,5,19,17.71074768649446,5,Standard,4,0,37.69,,13,0
CUST_000154,245,5,17,18.646058452692476,11,Basic,0,1,34.08,6.0,5,0
CUST_000155,1549,0,25,20.080659464579412,9,Enterprise,5,0,32.44,7.0,1,0
CUST_000156,101,2,14,30.609929320650675,5,Standard,4,0,10.71,7.0,0,0
CUST_000157,407,1,14,16.529113831872134,4,Enterprise,1,0,26.01,,15,0
CUST_000158,523,35,0,0.0,0,Basic,1,1,1.18,,35,1
CUST_000159,99,3,19,0.20441327370813867,6,Basic,1,0,7.12,,3,0
CUST_000160,475,0,14,10.215071317570091,6,Basic,0,0,8.69,9.0,16,0
CUST_000161,167,8,8,15.981079213531736,7,Standard,4,0,53.68,,0,0
CUST_000162,365,3,12,5.151374991897206,2,Premium,4,0,34.4,5.0,2,0
CUST_000163,366,10,7,11.705078267872786,8,Basic,0,0,5.78,,0,0
CUST_000164,280,1,14,2.085048705610698,7,Premium,2,0,19.83,,6,0
CUST_000165,34,33,0,0.0,0,Basic,0,0,0.5,,119,1
CUST_000166,658,42,2,3.9168822416173787,0,Basic,0,0,12.89,4.0,13,1
CUST_000167,141,8,6,20.058778624216,6,Standard,1,0,32.92,8.0,3,0
CUST_000168,75,9,7,10.045717817046675,7,Basic,0,0,17.17,,7,0
CUST_000169,15,2,13,105.90037541759769,7,Basic,0,2,14.61,4.0,4,0
CUST_000170,326,39,1,10.639933230386202,1,Premium,4,1,7.93,,50,1
CUST_000171,413,30,19,6.09681866779782,6,Premium,0,2,23.82,5.0,2,0
CUST_000172,6,1,18,9.605392357067268,13,Standard,0,1,50.54,,2,0
CUST_000173,261,1,13,48.93596010281969,3,Standard,1,0,25.65,,2,0
CUST_000174,93,1,19,12.603274107177773,11,Basic,0,0,57.47,,3,0
CUST_000175,378,10,5,0.5972586085069599,5,Basic,0,2,10.22,,11,0
CUST_000176,69,2,19,12.354835685979536,11,Standard,1,0,25.33,,4,0
CUST_000177,428,12,7,0.9364778112167762,5,Basic,0,0,11.38,6.0,0,1
CUST_000178,178,3,12,0.9552205838672562,3,Standard,3,0,24.49,,2,0
CUST_000179,1007,26,1,2.808805160812968,2,Standard,0,1,11.06,,39,1
CUST_000180,53,6,13,34.28492362231141,7,Basic,0,1,25.08,,0,0
CUST_000181,152,7,15,74.71674906821504,11,Premium,4,0,27.46,,1,0
CUST_000182,43,6,18,66.8781522662949,6,Standard,1,0,18.2,,5,0
CUST_000183,943,26,3,46.98317821625206,2,Premium,2,1,19.55,8.0,4,1
CUST_000184,765,0,8,0.817535993256919,2,Basic,0,0,15.3,,3,0
CUST_000185,108,0,11,9.75848808462422,6,Standard,2,0,29.21,9.0,9,0
CUST_000186,393,14,7,5.07846224311083,6,Basic,1,1,26.19,,2,0
CUST_000187,620,17,2,0.7695516720706085,4,Basic,0,1,36.7,6.0,21,1
CUST_000188,295,6,13,42.67189517465046,4,Enterprise,3,1,6.72,,0,0
CUST_000189,275,5,17,14.027966343822785,4,Basic,0,1,17.51,,0,0
CUST_000190,101,2,15,20.870414191837575,7,Basic,1,0,18.46,5.0,3,0
CUST_000191,35,2,12,8.554769996074944,5,Basic,1,0,53.4,,2,0
CUST_000192,830,29,1,5.827286219352147,2,Enterprise,1,0,10.0,,5,0
CUST_000193,841,4,16,44.40230382981765,9,Standard,1,0,41.02,,4,0
CUST_000194,365,12,4,16.849315035919354,2,Basic,2,1,10.17,,3,0
CUST_000195,151,12,7,16.747036064166767,2,Standard,1,1,7.74,,0,0
CUST_000196,156,0,14,40.181955072739626,4,Basic,0,1,5.93,8.0,1,0
CUST_000197,472,0,22,91.97489741399639,9,Standard,3,0,13.27,,15,0
CUST_000198,830,4,11,11.896434550407774,3,Premium,1,1,34.64,,7,0
CUST_000199,796,14,8,9.12559855830746,9,Standard,3,0,34.6,,10,0
CUST_000200,552,3,25,16.64129501731906,7,Basic,1,0,23.43,,7,0
CUST_000201,374,0,8,2.8162276808663504,6,Basic,0,0,10.45,,0,0
CUST_000202,32,2,11,32.84723365199815,2,Basic,0,0,15.27,,1,0
CUST_000203,64,0,15,33.05145783431645,8,Standard,1,0,9.72,,9,0
CUST_000204,835,2,16,3.850753150275986,9,Basic,0,0,10.62,,8,0
CUST_000205,340,4,13,8.046691923591702,5,Basic,0,1,18.66,,4,0
CUST_000206,3,0,16,4.310755421036318,12,Standard,0,0,33.64,,4,0
CUST_000207,39,9,8,14.75361251963839,6,Premium,1,0,24.9,5.0,29,0
CUST_000208,397,3,20,21.50506227206786,13,Basic,0,0,12.91,,11,0
CUST_000209,1,5,16,23.27731330099149,4,Standard,3,1,53.23,,0,0
CUST_000210,63,7,13,35.724361025839244,7,Basic,2,1,8.93,,0,0
CUST_000211,290,27,1,9.875422123781327,1,Basic,0,0,10.55,,18,1
CUST_000212,429,1,18,23.474860019936695,8,Basic,0,1,3.65,,5,0
CUST_000213,385,2,19,6.311718200913097,9,Standard,5,0,10.13,,13,0
CUST_000214,92,16,4,31.982604138981902,2,Enterprise,1,1,14.61,,1,0
CUST_000215,454,20,2,11.887702553543097,1,Standard,0,1,43.62,,11,0
CUST_000216,98,1,19,52.08205964991218,7,Basic,1,0,36.5,,3,0
CUST_000217,143,0,12,40.873119053939426,8,Premium,3,0,18.32,7.0,10,0
CUST_000218,500,23,2,1.377511329704567,3,Standard,0,0,12.02,6.0,29,1
CUST_000219,382,2,9,11.987173368693503,3,Premium,3,0,23.45,7.0,0,0
CUST_000220,690,24,2,0.03683587645697062,4,Basic,1,1,25.25,,33,1
CUST_000221,391,38,0,0.0,0,Premium,3,0,2.31,5.0,38,1
CUST_000222,306,2,14,24.51986577081291,2,Standard,1,0,18.2,8.0,11,1
CUST_000223,35,14,8,8.416072788975308,5,Basic,1,1,20.97,,6,0
CUST_000224,167,4,12,5.2228215794033614,6,Enterprise,4,0,19.02,9.0,14,0
CUST_000225,112,12,6,24.690340522989292,7,Basic,2,1,14.04,,11,0
CUST_000226,102,4,17,31.128682924789896,10,Premium,2,0,16.58,6.0,9,0
CUST_000227,1318,0,23,68.29865183234375,6,Basic,1,2,13.61,5.0,1,0
CUST_000228,182,14,7,8.871141236642194,8,Basic,1,2,5.13,,2,0
CUST_000229,812,1,22,34.74226339368581,15,Enterprise,4,0,28.25,,11,0
CUST_000230,364,31,0,0.0,0,Basic,0,0,2.9,,78,1
CUST_000231,578,6,18,1.1792893683209185,7,Standard,2,0,14.72,,8,0
CUST_000232,254,1,14,9.910703862067951,7,Basic,2,0,4.98,,1,0
CUST_000233,313,3,15,18.55175687907024,11,Basic,0,2,0.35,,1,0
CUST_000234,247,23,1,2.5266601455362183,2,Basic,0,2,8.72,,36,1
CUST_000235,79,3,22,32.20865171732693,8,Basic,0,1,9.84,,8,0
CUST_000236,467,23,4,0.5490959171159379,1,Basic,0,1,20.75,,2,1
CUST_000237,120,1,11,2.5837157690204666,2,Standard,1,1,13.81,,0,0
CUST_000238,8,3,16,3.0962593306431487,8,Basic,1,1,51.9,,5,0
CUST_000239,378,25,3,8.710950657070878,4,Basic,0,1,5.07,,1,0
CUST_000240,71,0,8,14.953247368374562,3,Standard,2,0,6.17,,12,0
CUST_000241,1029,4,13,49.93934634124517,5,Standard,0,1,28.91,,0,0
CUST_000242,1123,28,3,222.0,1,Premium,2,0,58.96,,0,0
CUST_000243,899,10,9,3.981954178603345,6,Standard,1,1,45.59,,2,0
CUST_000244,168,10,5,53.45875920354353,1,Basic,0,2,20.77,6.0,1,1
CUST_000245,5,9,9,33.21686219815269,5,Premium,3,0,54.21,,1,0
CUST_000246,961,8,5,13.144389830876024,2,Enterprise,3,2,,,7,0
CUST_000247,204,22,3,23.29444171335601,4,Premium,3,0,20.28,,2,0
CUST_000248,1241,12,8,22.18291169490278,7,Standard,2,0,43.23,6.0,21,0
CUST_000249,1209,13,7,3.2391097832307114,5,Basic,2,2,1.69,,8,0
CUST_000250,699,1,16,8.570425615318628,7,Premium,1,0,24.19,,8,0
CUST_000251,127,22,4,2.2199496499826794,4,Premium,5,0,12.29,,2,1
CUST_000252,177,12,14,11.605186096289275,5,Basic,0,0,8.02,,5,0
CUST_000253,695,3,13,45.47055071238115,6,Standard,3,0,14.1,6.0,2,0
CUST_000254,139,6,16,151.43229311035245,11,Standard,1,1,,,1,1
CUST_000255,67,3,11,3.9069517915791483,8,Enterprise,3,1,19.66,,1,0
CUST_000256,297,12,6,3.2586646295427015,4,Basic,1,0,39.85,,20,0
CUST_000257,1004,60,0,0.0,0,Premium,4,1,5.4,,99,1
CUST_000258,434,0,13,61.709391978399516,4,Standard,2,0,44.31,,4,0
CUST_000259,308,36,0,0.0,0,Standard,0,0,4.09,,97,1
CUST_000260,37,0,18,3.7450814571119415,11,Standard,4,0,42.2,,1,0
CUST_000261,348,7,14,43.7465372026153,3,Standard,0,0,11.99,,7,0
CUST_000262,1682,7,11,17.963989767534542,6,Enterprise,1,1,23.34,5.0,5,0
CUST_000263,55,2,8,2.7833774683035144,6,Premium,3,0,17.79,9.0,1,0
CUST_000264,266,10,7,7.080512496047372,3,Standard,4,0,25.62,4.0,15,0
CUST_000265,765,21,5,17.32002793557048,6,Premium,1,0,32.74,,7,0
CUST_000266,492,4,9,6.266814169946362,3,Basic,1,1,,,7,0
CUST_000267,435,0,18,76.32962642081907,9,Standard,2,1,10.35,,3,0
CUST_000268,442,12,6,2.813577200641989,5,Premium,4,0,14.43,7.0,1,0
CUST_000269,162,11,7,9.063987524325794,7,Enterprise,4,1,5.48,,0,0
CUST_000270,126,24,2,6.33622937906482,1,Enterprise,4,0,5.74,,10,0
CUST_000271,604,2,18,29.327607361718318,8,Premium,2,0,33.13,,0,0
CUST_000272,606,27,2,3.711777753343946,3,Premium,2,0,31.06,,65,1
CUST_000273,736,7,21,48.33989574685567,6,Basic,0,2,21.94,,1,0
CUST_000274,892,3,21,68.78698451499504,8,Basic,0,0,52.48,,3,0
CUST_000275,261,39,0,,0,Basic,0,1,0.86,,39,1
CUST_000276,254,3,22,30.60342128317388,5,Basic,0,1,1.68,,6,0
CUST_000277,584,15,3,6.053528380734951,1,Enterprise,1,0,14.44,7.0,21,0
CUST_000278,383,18,0,0.0,0,Premium,1,0,5.88,,61,1
CUST_000279,441,6,22,106.08027419607289,11,Basic,2,1,27.02,7.0,2,0
CUST_000280,579,14,5,8.533882463757974,3,Enterprise,3,0,25.27,,15,0
CUST_000281,805,10,4,4.662348148653363,2,Enterprise,1,1,22.88,9.0,7,0
CUST_000282,150,1,8,4.811222628863441,5,Basic,1,0,30.41,,2,0
CUST_000283,171,11,7,4.430564887280336,4,Basic,2,1,12.02,,1,0
CUST_000284,36,21,2,0.6632052338231885,2,Standard,1,0,23.45,,36,1
CUST_000285,315,8,11,2.3496326130850096,0,Basic,1,1,24.03,6.0,9,0
CUST_000286,13,25,1,2.6493958728945453,3,Standard,2,0,34.55,,2,1
CUST_000287,228,6,12,25.67556431592038,4,Basic,2,0,17.52,,6,0
CUST_000288,285,7,16,5.167779287001138,7,Premium,2,0,2.98,,2,0
CUST_000289,123,8,6,12.100368167767256,5,Enterprise,2,0,45.12,,13,0
CUST_000290,326,2,14,15.9086435049532,2,Premium,2,0,21.32,,0,1
CUST_000291,11,11,6,29.535259962984945,8,Premium,0,1,30.93,,0,0
CUST_000292,13,8,11,21.28983830891473,6,Standard,2,0,38.18,,0,0
CUST_000293,631,24,0,0.0,0,Premium,3,1,2.55,,24,1
CUST_000294,163,7,16,5.215300424183622,2,Basic,2,0,9.68,,2,0
CUST_000295,49,17,3,0.8981607206716643,1,Basic,0,1,39.49,,9,1
CUST_000296,269,13,4,15.030957988859404,2,Basic,1,0,,6.0,4,0
CUST_000297,536,8,9,130.27804675217348,5,Standard,0,0,,,8,0
CUST_000298,88,21,2,0.37212798829988547,3,Basic,1,0,,,5,1
CUST_000299,355,6,16,21.541126536836952,8,Standard,1,0,21.91,,0,0
CUST_000300,32,5,22,34.39298861535476,4,Basic,0,1,,8.0,4,0
CUST_000301,19,0,17,7.722379876703461,6,Standard,1,0,32.73,,0,0
CUST_000302,276,35,2,6.376113070600583,1,Basic,1,0,23.16,6.0,20,1
CUST_000303,283,2,12,6.635411972674106,5,Premium,1,0,36.79,,4,0
CUST_000304,370,2,14,4.218729011341804,4,Standard,2,0,15.03,,7,0
CUST_000305,472,1,27,9.292430138077371,8,Standard,0,0,21.78,,1,0
CUST_000306,1359,7,15,19.945282521366448,6,Premium,5,0,11.31,6.0,1,0
CUST_000307,265,3,12,67.1467625830093,8,Standard,1,0,36.92,,0,0
CUST_000308,142,10,8,17.667965012274863,9,Basic,0,1,9.4,,4,0
CUST_000309,578,4,13,41.592671617069136,2,Premium,2,0,7.34,,4,0
CUST_000310,115,10,9,6.61523046271245,6,Standard,0,0,13.86,,1,0
CUST_000311,210,2,16,19.55237874414391,8,Standard,1,1,18.55,10.0,0,0
CUST_000312,29,1,27,53.81010652334244,3,Premium,1,0,21.2,7.0,3,0
CUST_000313,9,8,9,21.777209829480245,4,Basic,1,1,33.3,8.0,5,0
CUST_000314,1199,5,15,18.621987097613648,7,Premium,2,0,8.78,,1,0
CUST_000315,659,1,8,14.409742608651358,4,Premium,1,1,10.93,,13,0
CUST_000316,434,39,1,4.82538126322181,2,Basic,0,2,17.03,,96,1
CUST_000317,191,2,10,14.271902392878646,2,Standard,3,0,19.3,,2,0
CUST_000318,69,1,15,7.841530005722901,8,Basic,0,1,17.92,,1,0
CUST_000319,62,3,13,2.984169989033955,3,Premium,1,0,34.56,8.0,7,0
CUST_000320,105,0,22,6.126996157641071,8,Basic,0,0,35.46,10.0,6,0
CUST_000321,290,2,8,29.181230811679203,7,Premium,0,0,20.17,,2,0
CUST_000322,457,22,2,3.833255786749956,1,Premium,1,0,16.02,,26,1
CUST_000323,393,2,14,2.1104784278690802,3,Basic,0,1,27.84,,14,0
CUST_000324,119,0,18,9.478274154313022,7,Standard,1,0,10.11,,8,0
CUST_000325,1130,25,2,2.737388746285743,3,Basic,0,0,8.29,,4,1
CUST_000326,488,7,23,3.5983998152817795,8,Basic,0,0,18.02,,8,1
CUST_000327,295,2,23,13.712372515319341,6,Standard,1,0,34.92,7.0,2,0
CUST_000328,345,10,11,6.300256855125773,4,Basic,0,0,23.01,,2,0
CUST_000329,198,0,14,6.4925253688196936,3,Basic,1,0,18.42,,0,0
CUST_000330,103,4,15,28.264094332446348,4,Standard,0,0,15.67,10.0,1,0
CUST_000331,160,7,11,15.490862914944431,4,Premium,1,0,31.95,9.0,14,0
CUST_000332,517,37,1,4.148318122207767,3,Premium,0,0,5.59,5.0,6,1
CUST_000333,5,1,18,16.314146611315923,8,Standard,1,1,12.2,,0,1
CUST_000334,45,11,7,27.065952875254574,3,Premium,2,0,35.29,4.0,6,0
CUST_000335,17,0,13,56.61568732646048,2,Basic,1,0,13.39,,4,0
CUST_000336,15,2,14,7.867621082705455,3,Standard,1,0,48.86,,1,0
CUST_000337,705,3,14,31.35456527788168,2,Premium,5,0,19.61,,0,0
CUST_000338,443,8,6,0.6803576125354263,7,Basic,1,0,14.88,7.0,4,0
